persistence_tau_times_r,resource_equilibrium_over_K,resource_variance_per_unit_environment_variance,modified_variance,variance_change_percent,cv2_change_percent,consumer_variance_change_percent,resource_mean,modified_resource_mean,consumer_mean,modified_consumer_mean
0.023865897868585808,0.12,0.0022112556548056638,0.002382309482267888,7.735597061808641,-12.734166379934997,6.136906432709477,0.12,0.13333333333333333,0.264,0.2888888888888889
0.025118864315095794,0.12,0.0023269733049897674,0.0025069373818533912,7.733826446471204,-12.735600578358309,6.136924272806565,0.12,0.13333333333333333,0.264,0.2888888888888889
0.026437611857490998,0.12,0.002448724553990351,0.0026380590682782775,7.731964543721093,-12.73710871958592,6.1369440620661075,0.12,0.13333333333333333,0.264,0.2888888888888889
0.027825594022071243,0.12,0.0025768214662117593,0.0027760099393186015,7.73000674352784,-12.738694537742434,6.1369660149066085,0.12,0.13333333333333333,0.264,0.2888888888888889
0.02928644564625236,0.12,0.0027115919472462374,0.002921142368702443,7.7279482139270606,-12.74036194671908,6.136990369565587,0.12,0.13333333333333333,0.264,0.2888888888888889
0.030823992397451434,0.12,0.00285338051127272,0.003073826523178708,7.725783891600924,-12.74211504780325,6.137017390781252,0.12,0.13333333333333333,0.264,0.2888888888888889
0.0324422607917163,0.12,0.003002549080871526,0.0032344512135150816,7.72350847221599,-12.74395813750504,6.137047372782423,0.12,0.13333333333333333,0.264,0.2888888888888889
0.034145488738336026,0.12,0.0031594778199561194,0.0034034247800839496,7.721116400532857,-12.745895715568379,6.1370806426211955,0.12,0.13333333333333333,0.264,0.2888888888888889
0.03593813663804628,0.12,0.003324566000427757,0.0035811760135839865,7.718601860309371,-12.747932493149417,6.137117563889993,0.12,0.13333333333333333,0.264,0.2888888888888889
0.037824899063893844,0.12,0.003498232903040857,0.0037681551113088827,7.715958764020381,-12.750073401143492,6.137158540867138,0.12,0.13333333333333333,0.264,0.2888888888888889
0.039810717055349734,0.12,0.0036809187528219476,0.0039648346692089725,7.713180742426418,-12.752323598634597,6.137204023142817,0.12,0.13333333333333333,0.264,0.2888888888888889
0.04190079105786669,0.12,0.003873085689209421,0.0041717107097920675,7.710261134026242,-12.754688481438748,6.137254510781087,0.12,0.13333333333333333,0.264,0.2888888888888889
0.04410059454176737,0.12,0.004075218770869825,0.004389303745671271,7.7071929744377154,-12.757173690705459,6.137310560082132,0.12,0.13333333333333333,0.264,0.2888888888888889
0.046415888336127795,0.12,0.004287827014893557,0.0046181598782839665,7.703968985759335,-12.75978512153494,6.137372790016693,0.12,0.13333333333333333,0.264,0.2888888888888889
0.04885273571519389,0.12,0.004511444469772452,0.004858851930970824,7.700581565972264,-12.762528931562478,6.137441889411566,0.12,0.13333333333333333,0.264,0.2888888888888889
0.051417518276839255,0.12,0.004746631321206316,0.005111980615208885,7.697022778455831,-12.76541154945079,6.137518624977156,0.12,0.13333333333333333,0.264,0.2888888888888889
0.054116952654646375,0.12,0.004993975029366933,0.0053781757283295735,7.693284341698936,-12.768439683223875,6.137603850277573,0.12,0.13333333333333333,0.264,0.2888888888888889
0.056958108107376865,0.12,0.005254091495756839,0.005658097380511064,7.689357619304804,-12.77162032836311,6.1376985157561625,0.12,0.13333333333333333,0.264,0.2888888888888889
0.05994842503189409,0.12,0.005527626257225767,0.005952437248203462,7.685233610401543,-12.774960775574751,6.137803679944032,0.12,0.13333333333333333,0.264,0.2888888888888889
0.06309573444801933,0.12,0.005815255704037513,0.006261919850411553,7.680902940586476,-12.778468618124961,6.13792052199309,0.12,0.13333333333333333,0.264,0.2888888888888889
0.06640827850634841,0.12,0.006117688318100654,0.006587303843409415,7.6763558535548615,-12.782151758620552,6.138050355694968,0.12,0.13333333333333333,0.264,0.2888888888888889
0.06989473207273486,0.12,0.006435665926572159,0.0069293833284770874,7.671582203582439,-12.786018415098233,6.138194645164163,0.12,0.13333333333333333,0.264,0.2888888888888889
0.07356422544596414,0.12,0.006769964964995679,0.00728898916611319,7.666571449056869,-12.790077126263943,6.138355022386843,0.12,0.13333333333333333,0.264,0.2888888888888889
0.0774263682681127,0.12,0.007121397742926498,0.00766699028886859,7.661312647282137,-12.794336755701485,6.138533306862248,0.12,0.13333333333333333,0.264,0.2888888888888889
